Country (Name),ASFIS species (Name),FAO major fishing area (Name),Environment (Name),Unit (Name),Unit,[1950],S,[1951],S,[1952],S,[1953],S,[1954],S,[1955],S,[1956],S,[1957],S,[1958],S,[1959],S,[1960],S,[1961],S,[1962],S,[1963],S,[1964],S,[1965],S,[1966],S,[1967],S,[1968],S,[1969],S,[1970],S,[1971],S,[1972],S,[1973],S,[1974],S,[1975],S,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S,[2019],S
Taiwan Province of China,Freshwater fishes nei,"Pacific, Northwest",Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,21.96,,0,,0,...,0,...
Taiwan Province of China,Freshwater molluscs nei,Asia - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,27.3,,56.96,,0,...,0,...,0,...
Taiwan Province of China,Giant river prawn,Asia - Inland waters,Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,34,,27,,1.7,,24.2,,0,,1.55,
Taiwan Province of China,Giant river prawn,Asia - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,914,,680,,1315,,697,,1382,,1354,,4355,,6725,,11607,,16196,,7665,,5475,,6556,,8467,,7354,,7551,,8165,,7223,,8149,,6859,,7026,,10045,,10039,,10515,,9878,,8316,,10058,,7470,,6318,,6459.5,,6759,,6774.42,,8523.24,,6552.9,,6435.2,,6429.16,,6569.19,,6780.2,
Taiwan Province of China,Giant tiger prawn,Asia - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,25,,7,,1241,,19,,0,,33,,24,,7,,17,,3,,0,,12,,19,,4,,0,,1,,1,,27,,6,,9,,29,,0.93,,5,,2.45,,0,...,2.3,,0,...,15.32,,0,...,0,...
Taiwan Province of China,Giant tiger prawn,"Pacific, Northwest",Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,N,0,N,0,N,0,N,71,E,70,E,73,E,77,E,71,E,76,,50,E,41,,48,E,56,,66,,56,,61,,70,E,73,,76,,112,,119,,140,,153,,270,,725,,1156,,4123,,2533,,3865,,6713,,9178,,10755,,16715,,44387,,78548,,30603,,16672,,8545,,10209,,9185,,8885,,7190,,10905,,12231,,5161,,4795,,4420,,3844,,2447,,1828,,1732,,1469,,978,,864,,946,,641,,601,,613,,747.7,,638,,422.84,,317.21,,256.3,,206.36,,276.18,,211.33,,213.27,
Taiwan Province of China,Grass carp(=White amur),Asia - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,650,E,700,E,720,E,800,E,900,E,1039,,950,E,1051,,1150,E,1295,,1354,,1545,,1780,,1900,E,1446,,1728,,2574,,4943,,4996,,5180,,5913,,5570,,6980,,8392,,7623,,9048,,8203,,9651,,8841,,8989,,8702,,10030,,12020,,9577,,9874,,8727,,8773,,8053,,7900,,6696,,5713,,4412,,4472,,4348,,4007,,3359,,3594,,3213,,2702,,3111,,2321,,2569,,2319,,2263,,2022,,1447,,1181,,1204,,750.14,,694,,660.02,,588.73,,567.01,,1177.2,
Taiwan Province of China,Greasyback shrimp,"Pacific, Northwest",Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,210,E,220,E,210,E,210,E,200,E,208,,180,E,154,,170,E,161,,153,,166,,197,,250,E,322,,238,,193,,205,,223,,401,,361,,283,,693,,864,,684,,1122,,1576,,840,,901,,1197,,1214,,989,,1168,,763,,677,,699,,602,,541,,829,,329,,440,,186,,186,,265,,233,,328,,237,,222,,230,,1536,,1145,,754,,671,,349,,269,,285.9,,280,,155.14,,155.4,,167.8,,150.2,,160.62,,306.15,,339.39,
Taiwan Province of China,Great blue spotted mudskipper,Asia - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,75,,72,,66,,38,,61,,35,,0,,0,,0,,324,,402,,192,,0,,0,,0,,984,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...
Taiwan Province of China,Great blue spotted mudskipper,"Pacific, Northwest",Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,98,,364,,279,,143,,522,,330,,438,,940,,242,,310,,122,,44,,32,,23,,25,,25,,24,,10,,10,,10,,10,,19,,10,,9,,1.8,,1,,3.88,,2.4,,2,,7.19,,0,...,0,...,0,...
Taiwan Province of China,Greater amberjack,"Pacific, Northwest",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,66,,67,,2,,3,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Taiwan Province of China,Groupers nei,Asia - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,97,,92,,205,,94,,0,,0,,10,,61,,101,,233,,143,,0,,0,,0,,0,,0,,18,,0,...,0,,0,,0,,0,...,2,,0,...,1.58,,0,...,12.95,
Taiwan Province of China,Groupers nei,"Pacific, Northwest",Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,203,,838,,971,,1224,,1067,,271,,2056,,1089,,989,,3721,,1627,,1680,,1484,,2228,,3153,,3699,,4695,,4870,,11449,,10818,,12103,,13449,,9308,,17098,,16818,,12618,,11297,,13308.8,,22356,,25748.63,,25312.9,,25988,,20111.85,,21410.04,,20646.49,,20983,
Taiwan Province of China,Groupers nei,"Pacific, Northwest",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,137,,150,,140,,136,,124,,122,,219,,305,,297,,318,,413,,297,,415,,685,,603,,409,,133,,192,,136,,224,,322,,57,,147.6,,76,,193.6,,369,,217,,367.4,,375.38,,655,,580.93,
Taiwan Province of China,Indo-Pacific swamp crab,"Pacific, Northwest",Brackishwater,Tonnes - live weight,Tonnes - live weight,90,E,110,E,110,E,140,E,140,E,140,E,140,E,140,E,150,E,150,E,150,E,148,,160,E,201,,190,E,167,,160,,162,,141,,160,E,103,,129,,156,,113,,150,,135,,179,,318,,445,,562,,640,,1125,,1791,,1787,,1490,,1617,,1414,,1134,,784,,717,,1294,,1241,,930,,1350,,1257,,1526,,797,,430,,796,,381,,315,,423,,239,,226,,239,,240,,247,,221,,185,,170,,225,,164.5,,122,,88.61,,26.32,,31.7,,21.04,,7.12,,6.05,,6.27,
Taiwan Province of China,Japanese carpet shell,"Pacific, Northwest",Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,5,,0,N,0,N,0,N,625,,424,,456,,453,,224,,105,,43,,83,,48,,42,,41,,41,,37,,37,,32,,30,,32,,32,,28.3,,27,,21,,18.1,,0,,0,...,0,...,0,...,0,...
Taiwan Province of China,Japanese carpet shell,"Pacific, Northwest",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,265,,279,,359,,380,E,479,,618,,792,,1428,,2203,,2443,,2208,,2281,,2332,,3340,,3205,,3577,,3293,,3558,,3844,,3689,,3362,,2996,,2645,,1090,,1546,,1337,,785,,770,,781,,908,,755,,495,,818,,215,,385,,267,,192,,200,,171,,146,,127,,120,,110,,106,,113,,111.5,,102,,98,,79.7,,0,,0,...,0,...,0.65,,5.44,
Taiwan Province of China,Japanese eel,Asia - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,70,E,70,E,70,E,73,,70,E,72,,110,E,106,,158,,236,,569,,1550,E,1933,,3851,,6843,,11612,,11788,,13517,,18716,,21988,,21269,,26398,,33058,,27578,,28852,,30382,,36621,,36845,,35975,,42489,,51577,,48008,,55169,,52708,,50956,,39675,,33109,,25094,,24970,,22232,,17126,,16399,,28146,,34032,,34790,,35027,,33235,,27862,,23648,,24570,,20964,,18888,,19317,,10521,,2244,,1904.27,,1674.65,,5187,,4407.45,,3664.92,,4203.58,,3520.68,
Taiwan Province of China,Japanese eel,"Pacific, Northwest",Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,20,E,20,E,20,E,47,,20,E,22,,20,E,17,,17,,13,,17,,20,E,22,,21,,52,,42,,39,,58,,22,,13,,16,,31,,16,,17,,5,,1,,0,...,0,...,0,...,0,...,0,...,0,...,647,,2933,,67,,284,,255,,452,,93,,105,,115,,144,,2334,,128,,72,,89,,245,,619,,190,,252,,74,,156,,44,,13.8,,0,,0,,0,,0,,250,,0,,0,...,0,...
Taiwan Province of China,Japanese hard clam,"Pacific, Northwest",Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,10,E,200,,0,...,1197,,1941,,2079,,1570,,1671,,1458,,1620,,267,,983,,2112,,2504,,6812,,9410,,9972,,8416,,5725,,16110,,10600,,12319,,12926,,17125,,11520,,13010,,12601,,14637,,21030,,23269,,23611,,24333,,25741,,28236,,29571,,25014,,22198,,46720,,34181,,50921,,50689,,58188,,58576.8,,61604,,55824.84,,59173.97,,63823.7,,38304.34,,52062.32,,49100.15,,49501,
Taiwan Province of China,Japanese hard clam,"Pacific, Northwest",Marine,Tonnes - live weight,Tonnes - live weight,750,E,720,E,770,E,800,E,700,E,1000,E,890,E,950,E,1300,E,1300,E,1300,E,1350,,1300,E,1314,,1300,E,1252,,1218,,1304,,1310,,1580,E,3115,,2637,,2948,,5921,,9615,,10911,,12099,,11418,,11117,,7317,,5645,,6247,,6696,,9237,,7705,,6611,,5574,,5241,,3421,,6541,,6168,,4328,,5728,,5918,,6577,,5248,,4638,,4731,,2605,,2922,,2367,,2423,,2475,,1946,,1241,,1268,,1467,,1474,,1301,,1131,,2137,,1187.3,,1365,,917,,871.37,,200.4,,142.83,,0,...,0,...,0,...
Taiwan Province of China,Japanese seabass,Asia - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,11661.08,,9133,,6198.92,,6521.6,,5022.53,,2011.12,
Taiwan Province of China,Japanese seabass,"Pacific, Northwest",Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2378.05,,1435,,1384.08,,1118.6,,843.25,,988.51,
Taiwan Province of China,Japanese seabream,"Pacific, Northwest",Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0.5,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Taiwan Province of China,Japanese seabream,"Pacific, Northwest",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,208.8,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Taiwan Province of China,Japanese spiny lobster,"Pacific, Northwest",Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,1,,10,,25,,52,,49,,39,,47,,33,,3,,6,,2,,5,,25,,6,,40,,51,,21,,11,,7,,17,,33,,22,,12,,18,,6,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...
Taiwan Province of China,Japanese spiny lobster,"Pacific, Northwest",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...
Taiwan Province of China,Kuruma prawn,"Pacific, Northwest",Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,2,,1,E,1,,0,...,0,...,0,...,2,,3,,4,E,7,,2,,1,,1,,4,,8,,2,,0,N,0,,81,,0,,77,,59,,56,,160,,429,,817,,1330,,3747,,5767,,6631,,11460,,5422,,659,,537,,428,,601,,405,,355,,396,,293,,210,,193,,219,,220,,156,,200,,93,,86,,237,,172,,178,,96,,60.22,,23.85,,50.5,,17.97,,17.42,,35.23,,19.66,
Taiwan Province of China,Kuruma prawn,"Pacific, Northwest",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,17,,12,,9,,17,,0,,22,,0,N,0,N,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...
Taiwan Province of China,Largemouth black bass,Asia - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1015.54,,934,,1867.79,,892.88,,1428.85,,1696.97,
Taiwan Province of China,Largemouth black bass,"Pacific, Northwest",Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,98.87,,0,...,0,...,0,,0,...,0,...
Taiwan Province of China,Laver (Nori),"Pacific, Northwest",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,13,,0,N,65,,62,,67,,44,,51,,50,,23,,21,,16,,6,,12,,7,,9,,6,,4,,3,,19,,17,,24,,24,,7,,6,,5,,8,,18,,0,,0,,17.5,,18,,24,,22,,7,,18,,250,,3,,10.08,
Taiwan Province of China,Malabar trevally,"Pacific, Northwest",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,387,,0,...,0,...,0,...,0,...,0,...,0,...
Taiwan Province of China,Marine crabs nei,Asia - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,18,,2,,2,,0,N,0,N,0,N,13,,3,,5,,1,,1,,0,,0,,0,,0,,0,,3,,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...
Taiwan Province of China,Marine crabs nei,"Pacific, Northwest",Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,10,,39,,45,,139,,159,,98,,120,,71,,66,,45,,43,,46,,24,,22,,4,,0,...,8,,35,,24,,42,,229,,72,,68,,68,,127,,78,,89,,92,,148,,110,,94,,84,,84,,34,,53,,54,,63,,87,,87,,109,,108,,52.71,,93.54,,80.6,,514.07,,155.78,,127.6,,124.65,
Taiwan Province of China,Marine crabs nei,"Pacific, Northwest",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,29,,4,,0,N,0,,0,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,...,0,...,0,...,0,...,0,...,0,...
Taiwan Province of China,Marine fishes nei,Asia - Inland waters,Freshwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1371,,447,,54,,385,,1633,,1208,,1131,,1167,,869,,752,,748,,829,,686,,595,,547,,245,,303,,524,,710,,586,,468,,0,...,94.3,,485,,217.1,,0,...,666,,0,...,1504.93,,1177.76,,1296.9,
Taiwan Province of China,Marine fishes nei,"Pacific, Northwest",Brackishwater,Tonnes - live weight,Tonnes - live weight,100,E,110,E,180,E,260,E,250,E,220,E,220,E,250,E,250,E,300,E,300,E,328,,300,E,285,,500,E,988,,283,,295,,327,,330,E,346,,410,,111,,636,,1125,,1349,,1650,,963,,1045,,915,,623,,1621,,1089,,1104,,1772,,2188,,2672,,1993,,1184,,13,,90,,40,,139,,1460,,1766,,4316,,1653,,2286,,2283,,1989,,1343,,1756,,1684,,1880,,2217,,2338,,2112,,1318,,1516,,1375,,1237,,1665,,1165,,1207.63,,1771.51,,993,,938.37,,856.6,,1066.67,,1038.1,
Taiwan Province of China,Marine fishes nei,"Pacific, Northwest",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,22,,101,,156,,226,,45,,400,,450,,1093,,425,,565,,224,,420,,345,,157,,160,,648,,105.2,,99,,255,,657.4,,618,,567.6,,511.3,,196,,7.5,
Taiwan Province of China,Marine molluscs nei,"Pacific, Northwest",Brackishwater,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,1,E,4,E,6,,10,E,11,,14,,23,,102,,100,E,311,,226,,187,,97,,163,,586,,259,,238,,232,,133,,108,,252,,420,,139,,119,,115,,114,,88,,158,,38,,52,,31,,38,,44,,46,,30,,12,,0,,0,N,22,,12,,4,,1,,17,,40,,13,,0,,1,,1,,1,,2,,2,,0,,0,,0,...,0,...,0,...,0,,0,...,0,...
Taiwan Province of China,Marine molluscs nei,"Pacific, Northwest",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,47,,45,,54,,60,,44,,38,,43,,42,,52,,69,,60.4,,72,,71.69,,54.71,,48.2,,59.27,,50.64,,47.84,,53.2,
Taiwan Province of China,Mi-iuy (brown) croaker,"Pacific, Northwest",Marine,Tonnes - live weight,Tonnes - live weight,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,0,...,89,,60,,0.5,,23,,0,...,0,...,0,...,0,...,0,...,0,...,0,...
