"Country","Year","Production","GDP_per_capita","Gini_index","CO2_emissions","Population","Population_density","Percent_urban_population","Years_primary","Primary_GPI"
"Slovenia",2014,1396.3,20445.60933,25.7,13170,2061980,102.3823237,53.557,6,1.004619956
"Slovenia",2015,1617.2,20881.76693,25.4,13170,2063531,102.4461092,53.781,6,1.007439971
"Slovenia",2016,1858.7,21532.51516,24.8,13930,2065042,102.5241783,54.02,6,1.007390022
"Slovenia",2017,1750.1,22554.68652,24.2,14140,2066388,102.6108719,54.273,6,1.003280044
"Slovenia",2018,1943.5,23466.93053,24.6,14050,2073894,102.9922926,54.541,6,1.001379967
"Solomon Islands",2005,2608.8,1826.661574,46.1,340,469918,16.78878171,17.832,6,0.947539985
"Solomon Islands",2012,6992.4,2177.540987,37.1,360,556066,19.86659521,20.97,6,0.979550004
"South Africa",2000,2819,4505.896399,57.8,284730,44967713,37.06873604,56.891,7,0.958949983
"South Africa",2005,5895,5107.076814,64.8,377640,47880595,39.46994452,59.536,7,0.966229975
"South Africa",2008,5421,5640.023591,63,426560,49779472,41.03526696,61.154,7,0.969330013
"South Africa",2010,5147.6,5561.47929,63.4,425110,51216967,42.22025324,62.218,7,0.961709976
"South Africa",2014,7222,5754.48538,63,447980,54544184,44.96301511,64.312,7,0.961239994
"Spain",1980,205638,14721.56758,34.5,215003.544,37491165,75.06189561,72.789,5,1.003250003
"Spain",1985,266608,15375.87454,34.4,201233.959,38469512,77.02529233,74.213,5,0.988919973
"Spain",1990,203766,18962.44605,32,215020,38867322,77.82180442,75.351,5,0.983959973
"Spain",1995,223965,19994.02769,36.7,240580,39724050,79.53718164,75.856,5,0.984610021
"Spain",2000,309229,23928.67166,34.3,293310,40567864,81.29832465,76.262,6,0.993009984
"Spain",2003,268279,25300.62134,31.8,318660,42187645,84.50881393,76.778,6,0.989589989
"Spain",2004,293839,25644.38323,33.3,335560,42921895,85.98480508,77.022,6,0.990010023
"Spain",2005,219335,26135.65158,32.4,350500,43653155,87.4654972,77.263,6,0.986720026
"Spain",2006,292829.2,26751.88141,33.5,341780,44397319,88.97614934,77.502,6,0.985809982
"Spain",2007,281729.4,27207.87312,34.1,354680,45226803,90.61490052,77.74,6,0.988749981
"Spain",2008,249714.5,27014.81478,34.2,324160,45954106,92.12932237,77.976,6,0.990660012
"Spain",2009,266668.81,25768.92618,34.9,287490,46362946,92.97506517,78.21,6,0.991580009
"Spain",2010,252352.25,25692.36964,35.2,273250,46576897,93.15193096,78.442,6,0.992529988
"Spain",2011,271962.87,25392.74712,35.7,274400,46742697,93.50783588,78.673,6,0.992410004
"Spain",2012,264162.97,24625.27029,35.4,269270,46773055,93.50683713,78.902,6,0.993749976
"Spain",2013,223710.04,24351.46219,36.2,242800,46620045,93.2009456,79.133,6,1.011240005
"Spain",2014,282241.53,24762.38087,36.1,240960,46480882,92.92273645,79.366,6,1.01323998
"Spain",2015,289821.23,25732.01836,36.2,256280,46444832,92.95268592,79.602,6,1.015519977
"Spain",2016,283830.91,26489.65868,35.8,247030,46484062,93.04926296,79.84,6,1.016569972
"Spain",2017,311031.53,27213.45167,34.7,263440,46593236,93.27091015,80.08,6,1.01662004
"Spain",2018,347824.73,27714.65755,34.7,258340,46797754,93.66979208,80.321,6,1.013659954
"Sri Lanka",1985,280,1134.085759,32.5,3956.693,16176282,257.9537873,18.613,5,0.964060009
"Sri Lanka",1990,1030,1253.719335,32.4,3840,17325769,276.2839898,18.535,5,0.966449976
"Sri Lanka",1995,3359,1548.549212,35.4,5820,18242917,290.909217,18.458,5,0.970700026
"Sri Lanka",2002,2651,1939.346218,40.2,11380,19062476,303.9782491,18.349,5,0.988110006
"Sri Lanka",2006,5652,2398.43236,39.7,12410,19695977,314.0803221,18.288,5,0.990920007
"Sri Lanka",2009,7548.68,2750.201906,36.1,12290,20123508,320.897911,18.242,5,0.98220998
"Sri Lanka",2012,8839.76,3462.936684,38.7,16830,20425000,325.7056291,18.196,5,0.976660013
"Sri Lanka",2016,30974.22,3972.10259,39.3,21930,21203000,342.5750893,18.311,5,0.978709996
"Sudan",2009,0,1477.73474,35.4,14980,33783779,13.61506215,32.993,6,0.890100002
"Sudan",2014,6000,1988.948324,34.2,15330,37977657,20.53568497,33.689,6,0.922789991
"Sweden",1975,420,27202.34389,24.3,80824.347,8192437,19.96499732,82.73,6,1.009690046
"Sweden",1981,2607,28750.80383,22.9,69430.978,8320503,20.2770946,83.1,6,1.001129985
"Sweden",1987,7288,33214.95763,23.1,59717.095,8397804,20.46547741,83.1,6,0.997780025
"Sweden",1992,7119,33352.53836,24.9,56750,8668067,21.12410928,83.361,6,1.003149986
"Sweden",1995,7554,34648.11892,25.2,58230,8826939,21.51128089,83.824,6,1.014479995
"Sweden",2000,4834,41117.15243,27.2,53280,8872109,21.62136034,84.026,6,1.02560997
"Sweden",2003,6334,43194.92617,25.3,55200,8958229,21.83123507,84.196,6,1.025550008
"Sweden",2004,5989,44891.32321,26.1,53590,8993531,21.91726617,84.258,6,0.99526
"Sweden",2005,5880,45990.37433,26.8,50210,9029572,22.00509821,84.319,6,0.996999979
"Sweden",2006,7549,47864.81086,26.4,48900,9080505,22.12922211,84.43,6,0.997550011
"Sweden",2007,5365,49145.19583,27.1,47140,9148092,22.29393186,84.588,6,0.99721998
"Sweden",2008,7595,48544.11589,28.1,46150,9219637,22.46828727,84.746,6,0.994759977
"Sweden",2009,8540,46043.48094,27.3,42880,9298515,22.66051323,84.902,6,0.995090008
"Sweden",2010,10644,48369.91004,27.7,48130,9378126,22.85452552,85.056,6,0.994759977
"Sweden",2011,13441,49539.97261,27.6,44590,9449213,23.02776478,85.297,6,0.996010005
"Sweden",2012,13757,48885.54842,27.6,42150,9519374,23.36960279,85.62,6,0.998449981
"Sweden",2013,13366,49048.81875,28.8,40550,9600379,23.56846615,85.936,6,1.059190035
"Sweden",2014,12899,49855.30101,28.4,39100,9696110,23.80523434,86.247,6,1.055860043
"Sweden",2015,12020,51545.48361,29.2,39200,9799186,24.05829958,86.553,6,1.041779995
"Sweden",2016,15747,51955.86107,29.6,38790,9923085,24.36248803,86.852,6,1.026039958
"Sweden",2017,14793,52576.81028,28.8,38330,10057698,24.69298078,87.146,6,1.013479948
"Sweden",2018,13095,52983.00686,30,36000,10175214,24.98149812,87.431,6,1.017639995
"Switzerland",1982,220,59373.74151,36,36629.663,6391309,161.690675,74.406,6,1.008430004
"Switzerland",1992,1230,67909.60105,33.9,45700,6875364,173.9321511,73.815,6,1.014500022
"Switzerland",2000,1100,74013.05641,33.4,43710,7184250,181.7693047,73.383,6,0.998300016
"Switzerland",2002,1135,74138.08348,31.7,43570,7284753,184.3214665,73.401,6,1.001719952
"Switzerland",2006,1214,79367.90023,33.9,45480,7483934,189.385176,73.504,6,0.995819986
"Switzerland",2007,1216,81804.86184,34.3,43540,7551117,191.0901154,73.53,6,0.99555999
"Switzerland",2008,1216,82997.69216,33.8,44960,7647675,193.5336319,73.556,6,0.994939983
"Switzerland",2009,1249,80262.48564,32.9,43670,7743831,195.9669754,73.581,6,0.995329976
"Switzerland",2010,1261,82026.72451,32.6,45210,7824909,198.0187519,73.607,6,0.995429993
"Switzerland",2011,1466,82677.59903,31.7,41190,7912398,200.2327665,73.631,6,0.995090008
"Switzerland",2012,1471,82800.07408,31.6,42470,7996861,202.3702045,73.653,6,0.997600019
"Switzerland",2013,1593,83344.52337,32.5,43480,8089346,204.7106489,73.674,6,0.998109996
"Switzerland",2014,1593,84348.39282,32.5,39730,8188649,207.2236309,73.696,6,1.000749946
"Switzerland",2015,1593,84776.14217,32.3,39030,8282396,209.5958526,73.718,6,0.997179985
"Switzerland",2016,1733,85570.39606,33,39610,8373338,211.8972478,73.739,6,0.993120015
"Switzerland",2017,1733,86119.14537,32.7,38620,8451840,213.883834,73.761,6,0.993239999
"Switzerland",2018,1843,87980.67069,33.1,37480,8514329,215.4651922,73.797,6,0.993939996
"Tajikistan",1999,74,407.3001484,29.5,2540,6119664,43.72437839,26.76,4,0.945410013
"Tajikistan",2003,167,556.2689651,32.7,2170,6541550,46.73871106,26.507,4,0.956669986
"Tajikistan",2004,26,602.4359602,33.6,2580,6662391,47.60210775,26.508,4,0.956889987
"Tajikistan",2007,26,699.4219212,32.2,3250,7062667,50.46203915,26.514,4,0.967599988
"Tajikistan",2009,255.1,751.9463107,30.8,2390,7364752,52.62040583,26.518,4,0.972199976
"Tajikistan",2015,450,978.4049812,34,4760,8454019,60.91230636,26.742,4,0.989199996
"Tanzania",1991,1400,509.1856317,35.3,1860,26056605,29.41590088,19.208,7,0.990019977
"Tanzania",2000,1210,522.0768365,37.3,2950,33499177,37.81799165,22.309,7,0.994759977
"Tanzania",2007,4045,684.8840144,40.3,5910,40681416,45.9261865,26.121,7,0.987299979
"Tanzania",2011,7248.75,777.2241166,37.8,8160,45673520,51.56188756,28.798,7,1.034780025
"Tanzania",2017,19602,937.362559,40.5,11360,54660345,61.70732107,33.053,7,1.034739971
"Thailand",1981,129097,1482.708866,45.2,38048.792,48326269,94.59231733,27.049,6,0.962040007
"Thailand",1992,370974,2923.543322,47.9,107440,57811025,113.1574801,29.763,6,0.979399979
"Thailand",1998,594579,3292.018947,41.5,155690,61585103,120.5447415,30.795,6,0.978709996
"Thailand",1999,693762,3403.114955,43.1,162500,62298569,121.9412574,30.969,6,0.969359994
"Thailand",2000,738155,3517.798914,42.8,163140,62952639,123.2215134,31.386,6,0.971159995
"Thailand",2002,954608,3795.410729,41.9,182810,64069093,125.4068253,33.734,6,0.975809991
"Thailand",2004,1259984,4262.518807,42.5,208810,64995303,127.2197596,36.169,6,0.979849994
"Thailand",2006,1354297,4603.752447,41.8,218090,65812540,128.8193936,38.673,6,0.984430015
"Thailand",2007,1370456,4826.871477,39.8,224150,66182064,129.5426882,39.95,6,0.984690011
"Thailand",2008,1330861,4884.417785,40.3,228310,66530980,130.2256454,41.242,6,0.986360013
"Thailand",2009,1416668,4826.321427,39.6,221300,66866834,130.8830355,42.543,6,0.989709973
"Thailand",2010,1286122,5163.597664,39.4,235520,67195032,131.5254399,43.856,6,0.987869978
"Thailand",2011,1201455.43,5182.042369,37.5,234620,67518379,132.1583492,44.698,6,0.987169981
"Thailand",2012,1272100,5531.349019,39.3,252070,67835969,132.7799898,45.445,6,0.986280024
"Thailand",2013,997517,5654.28542,37.8,262460,68144519,133.3839359,46.193,6,0.987680018
"Thailand",2014,897864.86,5685.402121,37,258660,68438748,133.9598505,46.943,6,1.015499949
"Thailand",2015,920323,5840.053067,36,263080,68714519,134.4996359,47.694,6,0.943040013
"Thailand",2016,962673,6018.177484,36.9,260720,68971313,135.0022764,48.448,6,1.004359961
"Thailand",2017,893974,6247.992078,36.5,260660,69209817,135.4691166,49.2,6,0.999930024
"Thailand",2018,919640,6489.257186,36.4,257860,69428454,135.8970698,49.949,6,1.000020027
"Timor-Leste",2014,1580,1319.323312,28.7,530,1174333,78.97330195,29.133,6,0.975459993
"Togo",2006,50,467.6141135,42.2,1570,5762881,105.9547895,35.649,6,0.860409975
"Togo",2011,20,500.5705222,46,2510,6595939,121.2711712,38.032,6,0.910229981
"Togo",2015,58,570.9099672,43.1,1820,7323162,134.6416988,40.1,6,0.951550007
"Tonga",2000,77,3672.403764,37.7,100,97962,136.0583333,23.012,6,0.945439994
"Tonga",2009,300.2,3742.049778,37.5,140,103897,144.3013889,23.335,6,0.984350026
"Tonga",2015,57.41,4336.239603,37.6,110,100780,139.9722222,23.275,6,0.994289994
"Trinidad and Tobago",1988,0,6366.622651,42.6,15867.109,1204150,234.7270955,53.757,7,1.011899948
"Trinidad and Tobago",1992,3,7084.139707,40.3,11930,1236685,241.0692008,54.491,7,1.000550032
"Tunisia",1985,147,1941.921124,43.4,11939.752,7329590,47.17810247,53.839,6,0.820060015
"Tunisia",1990,1023,1995.938966,40.2,13750,8242509,53.05425463,57.946,6,0.870360017
"Tunisia",1995,960,2179.328028,41.7,17040,9125400,58.73712667,61.474,6,0.927190006
"Tunisia",2000,1553,2692.938808,40.8,20930,9708347,62.4893602,63.432,6,0.963069975
"Tunisia",2005,2603,3131.542606,37.7,23140,10106778,65.05392636,65.237,6,0.98585999
"Tunisia",2010,5424,3715.84187,35.8,27440,10635245,68.45549047,66.657,6,0.996079981
"Tunisia",2015,14425,3861.6924,32.8,29670,11179951,71.96157956,68.056,6,1.000429988
"Turkey",1987,3300,5039.307807,43.5,129907.142,51100930,66.39674909,55.261,5,0.903949976
"Turkey",1994,15998,5445.852578,41.3,153930,57564209,74.79465327,61.59,5,0.922129989
"Turkey",2002,61165,6373.131907,41.4,208120,65145357,84.64503333,65.974,5,0.929390013
"Turkey",2003,79943,6644.145903,42.2,219160,66089402,85.87165521,66.602,5,0.935090005
"Turkey",2004,94450,7194.682026,41.3,224600,67010930,87.06902018,67.225,5,0.944769979
"Turkey",2005,119567,7738.578215,42.6,235010,67903461,88.2287086,67.84,5,0.950139999
"Turkey",2006,129333,8173.536251,39.6,261090,68756809,89.33748555,68.45,5,0.959580004
"Turkey",2007,140743,8483.966136,38.4,288970,69581854,90.40948768,69.053,5,0.967989981
"Turkey",2008,152896,8451.479111,39,287200,70418612,91.49670881,69.651,5,0.973450005
"Turkey",2009,159639,7942.031331,39,287830,71321406,92.66973221,70.241,5,0.981299996
"Turkey",2010,167721,8491.588652,38.8,297120,72326992,93.97631589,70.825,5,0.986129999
"Turkey",2011,188890,9299.137303,40,317720,73443254,95.42670374,71.402,5,0.990540028
"Turkey",2012,212805,9586.769088,40.2,328880,74651046,96.99601887,71.974,5,0.985669971
"Turkey",2013,233863.6,10225.71609,40.2,318170,75925454,98.65188987,72.531,4,0.993340015
"Turkey",2014,234302,10549.67606,41.2,340640,77229262,100.345961,73.077,4,0.995429993
"Turkey",2015,238964,11006.27952,42.9,351590,78529413,102.0352806,73.611,4,0.993149996
"Turkey",2016,250331,11187.05364,41.9,374590,79827868,103.7223965,74.134,4,0.993809998
"Turkey",2017,273477,11835.26111,41.4,415900,81116451,105.3966854,74.644,4,0.989870012
"Turkey",2018,311681,12004.37691,41.9,412970,82340090,106.986591,75.143,4,0.988709986
"Uganda",1989,42,362.507068,44.4,803.073,16763041,83.89490516,10.665,7,0.806789994
"Uganda",1992,77,380.5126935,41.4,820,18561668,92.89659176,11.79,7,0.781199992
"Uganda",1996,210,470.8235521,39,1070,21032817,105.2640859,13.216,7,0.858430028
"Uganda",1999,475,514.0058444,43,1320,22952406,114.8711576,14.379,7,0.899290025
"Uganda",2002,4915,552.9729389,45.2,1540,25167261,125.9559632,15.626,7,0.974629998
"Uganda",2005,10817,607.867939,42.9,2230,27684590,138.5545768,16.96,7,0.984979987
"Uganda",2009,76654.1,747.0767126,44.2,3410,31411096,157.2048246,18.878,7,1.000169992
"Uganda",2012,95906,814.7937674,41,3910,34558700,172.345402,20.424,7,1.012480021
"Uganda",2016,118051.2,852.2220379,42.8,5670,39649173,197.7317624,22.624,7,1.032220006
"Ukraine",1993,66117,2797.56871,28.9,499320,52179200,90.06507293,66.874,3,0.996800005
"Ukraine",2002,30869.76,2131.73115,29,303940,48202470,83.20238547,67.283,3,0.998820007
"Ukraine",2003,25615.1,2353.604368,28.7,330230,47812949,82.53003245,67.427,4,0.999859989
"Ukraine",2004,26350.2,2658.688636,28.9,307140,47451626,81.90635206,67.597,4,0.994579971
"Ukraine",2005,28854,2758.518075,29,295410,47105171,81.30272188,67.79,4,0.996200025
"Ukraine",2006,19181,2983.854155,29.8,303990,46787786,80.75770851,67.969,4,0.995540023
"Ukraine",2007,27965,3229.65318,27,312140,46509355,80.28128183,68.147,4,0.996670008
"Ukraine",2008,24337,3322.005127,26.6,301330,46258189,79.84911448,68.325,4,1.001139998
"Ukraine",2009,24082.5,2844.321234,25.3,252290,46053331,79.49549644,68.502,4,1.001029968
"Ukraine",2010,22864.9,2965.139715,24.8,269460,45870741,79.18031658,68.596,4,1.005679965
"Ukraine",2011,23553.2,3138.465137,24.6,283520,45706086,78.89609542,68.689,4,1.012279987
"Ukraine",2012,23719.9,3153.735454,24.7,277290,45593342,78.70148105,68.782,4,1.016149998
"Ukraine",2013,23174.6,3160.080518,24.6,268600,45489648,78.52248843,68.875,4,1.01812005
"Ukraine",2014,24434,3123.900089,24,237610,45272155,78.15110739,68.968,4,1.021219969
"United Arab Emirates",2013,780,35523.15911,32.5,184100,9197908,129.5115179,85.066,5,1.027819991
"United Kingdom",1974,556,21221.84553,30,617607.141,56229974,232.4224941,77.521,6,0.999490023
"United Kingdom",1979,2351,23827.44225,28.4,644893.288,56246951,232.4926673,78.323,6,1.004379988
"United Kingdom",1986,24013,26840.40622,31.9,568777.369,56681396,234.288414,78.34,6,1.004070044
"United Kingdom",1991,60887,30168.82435,35.9,570340,57424897,237.3616211,78.112,6,1.006760001
"United Kingdom",1999,154800,37280.70692,37,522360,58682466,242.5596908,78.591,6,1.000730038
"United Kingdom",2000,152485,38450.22085,38.4,530120,58892514,243.4279089,78.651,6,1.000749946
"United Kingdom",2001,170516,39348.26761,37.3,544480,59119673,244.366854,78.751,6,1.001240015
"United Kingdom",2002,179036,40035.72047,35.1,530230,59370479,245.4035423,79.047,6,1.001410007
"United Kingdom",2003,181838,41173.49198,35.1,542080,59647577,246.5489067,79.339,6,1.001780033
"United Kingdom",2004,207203,41875.90343,36,542320,59987905,247.9556277,79.629,6,1.000689983
"United Kingdom",2005,172813,42818.61696,34.3,540600,60401206,249.6639772,79.915,6,0.999010026
"United Kingdom",2006,171848,43650.03394,34.6,541640,60846820,251.5058901,80.199,6,1.00474
"United Kingdom",2007,174200,44333.86579,35.7,529160,61322463,253.4719258,80.479,6,1.004009962
"United Kingdom",2008,175702,43863.68816,34.1,514410,61806995,255.4747034,80.757,6,0.996609986
"United Kingdom",2009,196597.82,41742.22675,34.3,465120,62276270,257.4144174,81.031,6,0.997039974
"United Kingdom",2010,201363.85,42275.28835,34.4,481790,62766365,259.4401893,81.302,6,0.994579971
"United Kingdom",2011,198967.6,42481.30293,33.2,444420,63258810,261.4756748,81.57,6,0.998700023
"United Kingdom",2012,205594.7,42790.3727,32.3,467080,63700215,263.3001901,81.837,6,0.999549985
"United Kingdom",2013,203263,43433.9477,33.2,453060,64128273,265.0695366,82.102,6,0.99763
"United Kingdom",2014,214707.35,44349.51987,34,414850,64602298,267.0288844,82.365,6,0.998030007
"United Kingdom",2015,211749.42,45039.23595,33.2,400370,65116219,269.1531393,82.626,6,0.998679996
"United Kingdom",2016,194492.18,45469.07774,34.8,378890,65611593,271.2007316,82.886,6,0.998279989
"United Kingdom",2017,222611.11,45947.16434,35.1,366380,66058859,273.049473,83.143,6,0.997129977
"United States",1986,372191,35864.82439,37.4,4495463.308,240133000,26.21836977,74.644,6,1.012949944
"United States",1991,363083,38715.26169,38,4808090,252981000,27.62114913,75.701,6,0.982110023
"United States",1993,416913,40082.60482,40.4,5000350,259919000,28.37865871,76.488,6,0.980449975
"United States",1994,391412,41189.23836,40,5073230,263126000,28.72880764,76.875,6,0.990310013
"United States",1995,413454,41794.19221,39.9,5126900,266278000,29.07295151,77.257,6,0.989639997
"United States",1996,393346,42869.24717,40.3,5283110,269394000,29.41316481,77.636,6,0.987649977
"United States",1998,445119,45658.1366,40,5590700,275854000,30.11848507,78.377,6,1.025580049
"United States",1999,479212,47282.28468,40,5610300,279040000,30.46634116,78.742,6,1.027559996
"United States",2005,513920,52796.08982,41,5756080,295516599,32.2548766,79.928,6,0.989250004
"United States",2013,429011,54604.13005,40.7,5089500,316059947,34.55181319,81.299,6,0.991720021
"United States",2014,421189,55574.35682,41.5,5102580,318386329,34.8061343,81.483,6,0.996640027
"United States",2015,426014.5,56863.3715,41.2,4982790,320738994,35.06332868,81.671,6,0.999750018
"United States",2016,444697.5,57418.93385,41.1,4888640,323071755,35.31834714,81.862,6,0.998329997
"United States",2017,439698,58387.77581,41.2,4813720,325122128,35.54249482,82.058,6,0.992340028
"United States",2018,466174.39,59821.59227,41.4,4981300,326838199,35.73009646,82.256,6,0.998839974
"Uruguay",1992,7,8487.60965,41.5,4770,3154459,18.02342018,89.627,6,0.984790027
"Uruguay",1995,20,9012.815847,40.9,4690,3224275,18.42232316,90.542,6,0.985319972
"Uruguay",1996,21,9447.835382,40.8,5450,3247383,18.55435379,90.835,6,0.987810016
"Uruguay",1997,19,10183.98269,41.5,5560,3270158,18.68448177,91.147,6,0.987479985
"Uruguay",1998,19,10576.6054,42.5,5780,3291053,18.80386813,91.45,6,0.987980008
"Uruguay",2000,85,10083.464,42.9,5460,3319734,18.96774083,92.028,6,0.983299971
"Uruguay",2001,17,9679.115577,45,4950,3325471,19.00051994,92.303,6,0.978559971
"Uruguay",2002,17,8929.181737,45.5,4530,3326046,19.00380528,92.569,6,0.977419972
"Uruguay",2003,24,9007.546021,45,4490,3323661,18.99017827,92.828,6,0.975470006
"Uruguay",2004,22,9464.491619,45.9,5460,3321486,18.97775111,93.078,6,0.97319001
"Uruguay",2005,49,10169.59687,44.7,5410,3321799,18.97953948,93.319,6,0.974839985
"Uruguay",2006,37,10574.93235,45.9,6330,3325403,19.00013141,93.553,6,0.972039998
"Uruguay",2007,31,11245.21946,46.4,5850,3331753,19.03641298,93.779,6,0.971210003
"Uruguay",2008,36,12021.63842,45.1,7750,3340221,19.08479602,93.998,6,0.968429983
"Uruguay",2009,54.41,12496.40299,45.5,7670,3349676,19.13881842,94.209,6,0.965740025
"Uruguay",2010,84.97,13433.06207,44.5,6280,3359273,19.19365215,94.414,6,0.967599988
"Uruguay",2011,77.82,14086.0179,42.2,7610,3368926,19.24880585,94.612,6,0.970390022
"Uruguay",2012,91.23,14541.03267,39.9,8520,3378975,19.30622215,94.739,6,0.971840024
"Uruguay",2013,217.86,15168.41863,40.5,7360,3389436,19.36599246,94.843,6,0.974470019
"Uruguay",2014,215,15609.02105,40.1,6500,3400439,19.42885956,94.945,6,0.977810025
"Uruguay",2015,203.83,15613.74597,40.1,6590,3412013,19.49498914,95.045,6,0.978380024
"Uruguay",2016,69.65,15821.35902,39.7,6530,3424139,19.56427265,95.144,6,0.97882998
"Uruguay",2017,59.98,16020.3805,39.5,6080,3436645,19.63572735,95.24,6,0.983910024
"Uruguay",2018,101.77,16037.93211,39.7,6520,3449290,19.70797623,95.334,6,0.990429997
"Uzbekistan",1998,6966,1132.931886,44.7,113730,24051000,56.53737659,45.164,4,0.99466002
"Uzbekistan",2000,5652,1197.129252,36.1,121690,24650400,57.94640339,46.126,4,1.00406003
"Uzbekistan",2002,3824,1264.641902,33,125390,25271850,59.40726375,47.088,4,0.999119997
"Uzbekistan",2003,3118,1302.919174,35.3,118310,25567650,60.10260931,47.571,4,1.012899995
"Vanuatu",2010,104.5,2855.868093,37.6,130,236216,19.3778507,24.462,6,0.990580022
"Vietnam",2002,718041,1058.985147,37,66280,81534406,262.5484012,25.511,5,0.950580001
"Vietnam",2004,1213617,1194.960504,36.8,84460,83062819,267.8840875,26.683,5,0.943719983
"Vietnam",2006,1672727,1349.563698,35.8,95760,84617545,272.8982004,27.888,5,0.968479991
"Vietnam",2010,2701317,1648.2618,39.3,149440,87967655,283.7025672,30.417,5,0.954370022
"Vietnam",2012,3104501,1805.36117,35.6,147270,89801926,289.6182346,31.752,5,1.011379957
"Vietnam",2014,3355234,1975.079058,34.8,168560,91713850,295.784339,33.115,5,0.998369992
"Vietnam",2016,3581579.03,2191.819699,35.3,223870,93640435,301.9977263,34.51,5,1.015110016
"Vietnam",2018,4162822.5,2456.791224,35.7,257860,95545959,308.1431902,35.919,5,1.021829963
"Yemen",2005,380,2536.188835,34.7,19380,20107416,38.08439116,28.936,6,0.738820016
"Zambia",1996,4770,767.4077435,48.3,1760,9339740,12.56371487,36.638,7,0.917840004
"Zambia",1998,4159,751.2360671,49.1,2170,9866474,13.27227162,35.716,7,0.92069
"Zambia",2002,4630,808.44024,42.1,1920,10971704,14.75901478,35.475,7,0.920780003
"Zambia",2004,5125,879.0053977,54.3,2110,11550641,15.53779443,36.43,7,0.942780018
"Zambia",2006,5210,965.0655707,54.6,2180,12173518,16.37568167,37.395,7,0.969500005
"Zambia",2010,10290,1214.694994,55.6,2640,13605986,18.30262177,39.355,7,1.006270051
"Zambia",2015,22754,1338.290927,57.1,5070,15879370,21.36075277,41.907,7,1.003020048
"Zimbabwe",2017,10275.9,1479.233468,44.3,10230,14236599,36.80134161,32.237,7,0.992219985
