"Country","Year","Production","GDP_per_capita","Gini_index","CO2_emissions","Population","Population_density","Percent_urban_population","Years_primary","Primary_GPI"
"Costa Rica",1999,9324,7538.886252,47.7,5040,3885428,76.09533882,58.157,6,0.973950028
"Costa Rica",2000,9708,7678.491551,47.4,4950,3962369,77.60221308,59.052,6,0.968509972
"Costa Rica",2001,10520,7805.311928,51.5,5420,4034074,79.00654132,60.41,6,0.983110011
"Costa Rica",2002,17892,7940.43018,51.8,5520,4100922,80.31574618,61.753,6,0.96894002
"Costa Rica",2004,24708,8395.40107,48.3,5940,4225156,82.7488445,64.388,6,0.976509988
"Costa Rica",2005,24038,8606.333699,47.5,6270,4285504,83.93074814,65.672,6,0.974520028
"Costa Rica",2006,19962,9109.530305,49.4,6560,4345421,85.10421073,66.935,6,0.978690028
"Costa Rica",2007,25765,9725.38492,49.3,7600,4404626,86.26372895,68.174,6,0.980340004
"Costa Rica",2008,27059,10052.6829,48.6,7520,4463123,87.40938112,69.39,6,0.982050002
"Costa Rica",2009,24754.3,9837.876584,50.6,7200,4520739,88.53777908,70.575,6,0.980180025
"Costa Rica",2010,26839,10236.98032,48.2,7110,4577371,89.6469056,71.736,6,0.980599999
"Costa Rica",2011,27713.5,10559.20596,48.7,7430,4633086,90.73807286,72.868,6,0.982529998
"Costa Rica",2012,27287,10945.03501,48.6,7450,4688003,91.81361144,73.946,6,0.984920025
"Costa Rica",2013,30352,11090.08844,49.3,7780,4742111,92.87330591,74.97,6,0.987479985
"Costa Rica",2014,26765.5,11355.3311,48.6,7830,4795390,93.91676459,75.941,6,0.991289973
"Costa Rica",2015,23559.5,11642.77805,48.4,7540,4847805,94.943302,76.862,6,0.994260013
"Costa Rica",2016,23370,12004.67131,48.7,8080,4899336,95.95252644,77.735,6,1.005769968
"Costa Rica",2017,22280,12375.92373,48.3,8180,4949955,96.94388954,78.56,6,1.011289954
"Costa Rica",2018,23160,12505.37326,48,8260,4999443,97.91310223,79.34,6,1.008880019
"Croatia",2009,14228.55,11775.18172,32.6,20320,4305181,76.93318442,54.987,4,0.998989999
"Croatia",2010,13990.51,11646.54094,32.4,19460,4295427,76.75888134,55.155,4,1.000749946
"Croatia",2011,12846,11663.63871,32.3,19040,4280622,76.49431737,55.322,4,0.996940017
"Croatia",2012,10440.36,11419.52196,32.5,17460,4267558,76.2608649,55.506,4,1.000450015
"Croatia",2013,12018.9,11400.17251,32,17040,4255689,76.04876698,55.706,4,1.003029943
"Croatia",2014,13149.23,11407.61998,32.1,16340,4238389,74.89643046,55.923,4,0.995859981
"Croatia",2015,15571.49,11781.73479,31.1,16680,4203604,74.28174589,56.155,4,1
"Croatia",2016,15804.77,12279.33386,30.9,16940,4174349,73.76478176,56.403,4,1.004099965
"Croatia",2017,16033.8,12855.06322,30.4,17480,4124531,72.88444955,56.667,4,1.001240015
"Croatia",2018,18067.17,13334.59541,29.7,16580,4087843,72.23613713,56.947,4,1.003100038
"Cyprus",2004,2445,29566.82064,30.1,7710,1010410,109.3517316,68.41,6,0.995079994
"Cyprus",2005,2436,30558.42238,30.3,7870,1027657,111.21829,68.268,6,0.998709977
"Cyprus",2006,2787,31469.46024,31.1,7940,1045508,113.1502165,68.125,6,0.997009993
"Cyprus",2007,2450,32377.07331,31.1,8240,1063708,115.1199134,67.982,6,0.992510021
"Cyprus",2008,2887,32725.63362,31.7,8400,1081568,117.0528139,67.839,6,0.988629997
"Cyprus",2009,3415.5,31216.76786,32.1,8180,1098089,118.8408009,67.695,6,0.988839984
"Cyprus",2010,4115.8,31023.63833,31.5,7820,1112617,120.4130952,67.551,6,1.000180006
"Cyprus",2011,4666.98,30363.50849,32.6,7550,1124837,121.7356061,67.406,6,0.992209971
"Cyprus",2012,4333.71,28873.62128,34.3,7020,1135046,122.8404762,67.261,6,0.997699976
"Cyprus",2013,5339.1,27044.30464,37,6380,1143866,123.7950216,67.137,6,1.002269983
"Cyprus",2014,4835.1,26843.41546,35.6,6750,1152297,124.7074675,67.031,6,1.008520007
"Cyprus",2015,5458.56,27865.59322,34,6780,1160987,125.6479437,66.946,6,0.99980998
"Cyprus",2016,6624.96,29523.86515,32.9,7150,1170189,126.6438312,66.881,6,1.003540039
"Cyprus",2017,7275.11,30758.31231,31.4,7300,1179685,127.6715368,66.836,6,1.001080036
"Cyprus",2018,7347.04,31977.80965,32.7,7230,1189262,128.7080087,66.81,6,0.991150022
"Czech Republic",1992,0,10238.24768,20.7,134140,10319123,133.5463052,75.03,4,1.167019963
"Czech Republic",1993,20242,10233.94219,26.6,130980,10329855,133.6851948,74.901,4,1.010959983
"Czech Republic",1996,18200,11711.31541,25.8,126740,10315241,133.4960657,74.513,4,0.992150009
"Czech Republic",2002,19210,12959.81748,26.6,118530,10196916,131.964747,73.809,5,0.987299979
"Czech Republic",2004,19384,14070.28046,27.5,123440,10197101,131.9842221,73.671,5,0.986199975
"Czech Republic",2005,20455,14978.41319,26.9,120000,10211216,132.1669169,73.602,5,0.985809982
"Czech Republic",2006,20431,15948.74529,26.7,120600,10238905,132.5424595,73.533,5,0.992070019
"Czech Republic",2007,20447,16739.17872,26,123630,10298828,133.3181618,73.463,5,0.992519975
"Czech Republic",2008,20395,17046.88503,26.3,118310,10384603,134.4285178,73.394,5,0.992789984
"Czech Republic",2009,20071,16160.62056,26.2,111170,10443936,135.1965825,73.324,5,0.995509982
"Czech Republic",2010,20420,16505.9537,26.6,113930,10474410,135.6086225,73.255,5,0.995999992
"Czech Republic",2011,21010,16761.82731,26.4,110980,10496088,135.8892802,73.185,5,0.994490027
"Czech Republic",2012,20763,16606.99254,26.1,107170,10510785,136.0971773,73.197,5,0.999080002
"Czech Republic",2013,19357.4,16593.86423,26.5,102720,10514272,136.1599586,73.29,5,1.000669956
"Czech Republic",2014,20135,16951.37912,25.9,99750,10525347,136.30338,73.384,5,1.000169992
"Czech Republic",2015,20200,17829.69832,25.9,100980,10546059,136.589289,73.477,5,1.003579974
"Czech Republic",2016,20952,18247.01173,25.4,102860,10566332,136.8341362,73.57,5,1.005519986
"Czech Republic",2017,21685,19139.23988,24.9,103420,10594438,137.2158788,73.675,5,1.005599976
"Czech Republic",2018,21751,19685.49448,25,102480,10629928,137.6933679,73.792,5,1.00601995
"Denmark",1987,25851,38585.40285,26.2,58341.97,5127024,120.948903,84.565,6,1.002529979
"Denmark",1992,43264,40383.55878,24.7,57010,5171370,121.8800377,84.898,6,0.998109996
"Denmark",1995,44730,43310.25009,23,59920,5233373,123.3413387,84.979,6,1.003379941
"Denmark",2000,43609,49241.928,23.8,52710,5339616,125.8452981,85.1,6,1.00285995
"Denmark",2004,42814,50792.00095,24.9,53890,5404523,127.3750412,85.566,6,0.998690009
"Denmark",2005,39012,51835.83271,25.2,50270,5419432,127.72642,85.856,6,0.998880029
"Denmark",2006,37188,53687.44155,25.9,58210,5437272,128.1468772,86.098,6,1.00048995
"Denmark",2007,31168,53935.87025,26.2,53400,5461438,128.7164271,86.293,6,1.000710011
"Denmark",2008,36066,53345.35762,25.2,50120,5493621,129.4749234,86.487,6,1.005630016
"Denmark",2009,35130.4,50457.23249,26.7,47890,5523095,130.1695734,86.654,6,1.003669977
"Denmark",2010,36175,51173.46616,27.2,48180,5547683,130.7490691,86.795,6,1.002040029
"Denmark",2011,35918,51644.46351,27.3,43090,5570572,131.2885223,86.957,7,0.994090021
"Denmark",2012,34585.54,51567.04015,27.8,38210,5591572,139.7893,87.142,7,0.991110027
"Denmark",2013,37707.2,51831.79793,28.5,39980,5614932,140.3733,87.292,7,0.989679992
"Denmark",2014,34382.2,52404.76397,28.4,35760,5643475,141.086875,87.41,7,0.988600016
"Denmark",2015,35866.7,53254.85637,28.2,33600,5683483,142.087075,87.526,7,0.986710012
"Denmark",2016,36337,54556.06895,28.2,35380,5728010,143.20025,87.642,7,0.988309979
"Denmark",2017,37498,55735.7649,28.7,33330,5764980,144.1245,87.757,7,0.993589997
"Denmark",2018,36453,56563.48847,28.2,33380,5793636,144.8409,87.874,7,0.998889983
"Dominican Republic",1986,301,2727.821612,47.8,8181.077,6596967,136.5548955,54.14,6,1.033059955
"Dominican Republic",2000,2125,4209.411868,51.5,18660,8471317,175.3532809,61.753,6,0.968540013
"Dominican Republic",2002,3554,4375.789832,49.7,20870,8724974,180.6038915,63.371,6,1.007359982
"Dominican Republic",2003,1944,4255.766209,52.1,18720,8850317,183.1984475,64.605,6,1.007539988
"Dominican Republic",2004,2000,4304.770081,52.1,17250,8974444,185.7678327,66.003,6,0.948339999
"Dominican Republic",2005,980,4647.037875,50,18660,9097262,188.3101221,67.37,6,0.949919999
"Dominican Republic",2006,980,5006.552377,52,20320,9218681,190.8234527,68.71,6,0.949970007
"Dominican Republic",2007,1080,5308.632394,48.9,20580,9338856,193.3110329,70.02,6,0.935689986
"Dominican Republic",2008,1080,5409.947949,48.1,20540,9458079,195.7789071,71.3,6,0.932709992
"Dominican Republic",2009,1230,5393.470287,48.9,19630,9576736,198.2350652,72.542,6,0.86352998
"Dominican Republic",2010,1280,5771.918418,47.3,20640,9695117,200.6855102,73.753,6,0.88124001
"Dominican Republic",2011,2147.9,5881.135421,47.7,20870,9813219,203.1301801,74.827,6,0.905449986
"Dominican Republic",2012,1031.8,5969.352761,46.1,21640,9930916,205.5664666,75.802,6,0.903829992
"Dominican Republic",2013,1575,6187.283014,47.7,21250,10048226,207.9947423,76.749,6,0.908079982
"Dominican Republic",2014,2180.5,6547.307977,44.3,21320,10165182,210.4156903,77.67,6,0.906599998
"Dominican Republic",2015,2290,6921.520594,45.2,23450,10281675,212.8270544,78.566,6,0.912419975
"Dominican Republic",2016,2095,7300.033285,45.7,24460,10397738,215.2295177,79.436,6,0.923139989
"Dominican Republic",2017,2669,7556.85365,42.2,23390,10513111,217.6176982,80.277,6,0.932510018
"Dominican Republic",2018,2819,7997.761109,43.7,25120,10627147,219.9782033,81.074,6,0.941760004
"Ecuador",1994,89096,4412.902079,53.4,17030,11207999,40.48547536,57.254,6,0.99812001
"Ecuador",1999,126575,4243.872201,58.6,20720,12442109,50.0970728,59.796,6,1.002689958
"Ecuador",2000,61311,4209.344979,56.4,21370,12681123,51.05944194,60.299,6,0.998769999
"Ecuador",2003,95278,4440.729795,53.5,23960,13369678,53.83184893,61.316,6,1.002159953
"Ecuador",2004,108673,4725.232443,53.9,25420,13596390,54.74468513,61.514,6,1.001150012
"Ecuador",2005,138562,4892.691322,53.1,27150,13825839,55.66854163,61.711,6,1.000370026
"Ecuador",2006,169588,5023.291052,52.3,29110,14059379,56.60887019,61.907,6,0.999339998
"Ecuador",2007,171020,5048.144555,53.4,29580,14296554,57.56383476,62.104,6,1.002439976
"Ecuador",2008,173222,5280.71364,49.8,30280,14535740,58.52689644,62.3,6,1.01891005
"Ecuador",2009,219463,5224.838337,48.5,32430,14774412,59.48788855,62.495,6,1.006800056
"Ecuador",2010,272720.8,5323.737482,48.8,34650,15011114,60.44094862,62.69,6,1.002410054
"Ecuador",2011,309702,5654.92807,45.9,35500,15243885,61.37818087,62.851,6,1.004279971
"Ecuador",2012,322655,5885.099861,46.1,36630,15474099,62.30511757,62.988,6,1.007850051
"Ecuador",2013,332382,6084.443907,46.9,39430,15707473,63.24477774,63.125,6,1.00462997
"Ecuador",2014,368492,6218.239195,45,41200,15951832,64.22866806,63.261,6,1.00327003
"Ecuador",2015,426750.4,6124.490887,46,40720,16212022,65.27630053,63.398,6,1.004619956
"Ecuador",2016,451380.9,5947.00199,45,39010,16491116,66.40004832,63.534,6,1.008880019
"Ecuador",2017,484990,5981.132618,44.7,37760,16785356,67.58478016,63.67,6,1.011940002
"Ecuador",2018,581435,5952.218084,45.4,39530,17084359,68.78868981,63.821,6,1.016420007
"Egypt",1990,61916,2051.612258,32,86820,56134478,56.39105731,43.478,5,0.850049973
"Egypt",1995,71815,2185.302175,30.1,91870,62334025,62.61894118,42.814,5,0.88815999
"Egypt",1999,226276,2501.981867,32.8,114670,67515591,67.82419107,42.75,5,0.92325002
"Egypt",2004,471535,2758.566428,31.8,142690,74172073,74.5110985,42.981,5,0.967779994
"Egypt",2010,919585,3485.282198,30.2,196500,82761244,83.13952886,43.019,6,0.971019983
"Egypt",2012,1017738,3472.148298,28.3,212410,86422240,86.81725853,42.946,6,0.98676002
"Egypt",2017,1406864.5,3712.603654,31.5,238690,96442590,96.88340951,42.705,6,1.002679944
"El Salvador",1991,117,2398.671137,54,3060,5342190,257.8277027,49.794,6,0.980239987
"El Salvador",1995,518,2826.878276,49.9,4960,5628602,271.6506757,53.988,6,0.984239995
"El Salvador",1996,358,2819.268472,51,4390,5689943,274.6111486,55.268,6,0.973360002
"El Salvador",1998,399,2929.316165,54.5,5670,5797764,279.8148649,57.8,6,0.968810022
"El Salvador",1999,279,2968.504291,52.2,5610,5844834,282.086583,58.357,6,0.959670007
"El Salvador",2000,261,2979.959065,51.5,5630,5887930,284.1665058,58.912,6,0.953999996
"El Salvador",2001,395,2986.286473,51.4,5870,5927001,286.0521718,59.464,6,0.960280001
"El Salvador",2002,781,3015.617575,51.9,5940,5962139,287.7480212,60.014,6,0.948769987
"El Salvador",2003,1131,3046.410493,50.5,6510,5994075,289.289334,60.561,6,0.964519978
"El Salvador",2004,2219,3058.380279,47.8,6680,6023801,290.7239865,61.107,6,0.967329979
"El Salvador",2005,2203,3126.484682,48.5,6840,6052124,292.0909266,61.648,6,0.965919971
"El Salvador",2006,3078,3247.630748,45.7,7230,6079395,293.4070946,62.187,6,0.965260029
"El Salvador",2007,3734,3293.744154,45.2,7630,6105810,294.6819498,62.774,6,1.001639962
"El Salvador",2008,3817,3364.119731,46.9,6910,6131767,295.9347008,63.678,6,0.965709984
"El Salvador",2009,4355.71,3280.079513,45.8,6680,6157678,297.1852317,64.57,6,0.964749992
"El Salvador",2010,4499.93,3334.938874,43.5,6540,6183877,298.4496622,65.452,6,0.954789996
"El Salvador",2011,4883.7,3447.299907,42.3,6780,6210567,299.7377896,66.325,6,0.953190029
"El Salvador",2012,5322,3528.775933,41.8,6770,6237922,301.0580116,67.187,6,0.952090025
"El Salvador",2013,3278,3591.458691,43.4,6460,6266076,302.4167954,68.036,6,0.95352
"El Salvador",2014,1663,3636.063949,41.6,6590,6295124,303.8187259,68.874,6,0.957719982
"El Salvador",2015,6742.71,3705.579704,40.6,7000,6325121,305.2664575,69.7,6,0.958350003
"El Salvador",2016,7955.68,3781.217023,40,7170,6356137,306.7633687,70.501,6,0.960990012
"El Salvador",2017,8300,3847.023607,38,6380,6388124,308.3071429,71.275,6,0.966369987
"El Salvador",2018,8600,3919.814607,38.6,6810,6420740,309.8812741,72.023,6,0.968299985
"Estonia",2003,372,12357.50504,37.2,16830,1370720,32.33592828,68.989,6,0.975849986
"Estonia",2004,252,13277.44907,33.6,16920,1362550,32.14319415,68.862,6,0.976890028
"Estonia",2005,555,14625.50435,33.4,17120,1354775,31.95977825,68.735,6,0.974259973
"Estonia",2006,703,16148.71176,33.7,15890,1346810,31.77188016,68.607,6,0.975700021
"Estonia",2007,772,17452.07837,31.2,19850,1340680,31.62727058,68.479,6,0.984499991
"Estonia",2008,813,16600.89051,31.9,18290,1337090,31.5425808,68.351,6,0.981980026
"Estonia",2009,653.6,14199.68319,31.4,14960,1334515,31.48183534,68.223,6,0.982079983
"Estonia",2010,573.04,14579.974,32,18880,1331475,31.41012031,68.094,6,0.985159993
"Estonia",2011,388.34,15686.47909,32.5,18050,1327439,31.31490918,67.965,6,0.997280002
"Estonia",2012,581.4,16250.93541,32.9,16780,1322696,31.20301958,67.974,6,0.997479975
"Estonia",2013,733.21,16546.72749,35.1,19190,1317997,30.31969174,68.122,6,0.994340003
"Estonia",2014,870.47,17089.77037,34.6,17820,1314545,30.24028065,68.269,6,0.99397999
"Estonia",2015,798.7,17395.04062,32.7,15370,1315407,30.26011042,68.416,6,1.000069976
"Estonia",2016,867.73,17938.72927,31.2,15650,1315790,30.2689211,68.563,6,1.001479983
"Estonia",2017,870.46,18954.78591,30.4,16280,1317384,30.30559006,68.717,6,1.000480056
"Estonia",2018,943.66,19669.76485,30.3,16000,1321977,30.41124914,68.88,6,1.002599955
"Eswatini",1994,60,2270.051937,60.5,1040,907622,52.76872093,21.857,7,0.980289996
"Eswatini",2000,69,2472.132631,53.1,1130,1005432,58.45534884,22.686,7,0.944989979
"Eswatini",2009,73,3206.619483,51.5,1070,1057462,61.48034884,22.262,7,0.904999971
"Eswatini",2016,100,3687.074926,54.6,1230,1113994,64.76709302,23.459,7,0.918160021
"Ethiopia",1995,55,243.598443,44.6,2570,57047906,57.047906,13.827,6,0.599179983
"Ethiopia",1999,15,254.2475994,30,3180,64343008,64.343008,14.553,6,0.613669991
"Ethiopia",2004,25,285.5456888,29.8,5330,74239508,65.74147979,15.504,6,0.78253001
"Ethiopia",2010,25,453.2988293,33.2,6470,87639962,77.60876667,17.319,6,0.924390018
"Ethiopia",2015,90.5,640.5419231,35,12880,100835453,89.29236835,19.428,6,0.908510029
"Fiji",2002,1206,4300.622804,38.1,920,815257,44.62271483,48.692,6,1.00522995
"Fiji",2008,888,4531.993779,40.4,960,845356,46.27016968,51.146,6,0.996010005
"Fiji",2013,637,4901.876524,36.7,1130,865602,47.37832512,53.706,6,0.999759972
"Finland",1987,12689,28399.45168,22.2,57656.241,4932123,16.19266227,77.291,6,1.006160021
"Finland",1991,19271,29266.59144,22.9,55130,5013740,16.46061919,79.843,6,0.994040012
"Finland",1995,17345,29900.87062,23.5,56090,5107790,16.76939492,80.963,6,0.997359991
"Finland",2000,15400,37869.1588,27.2,55100,5176209,16.99402147,82.183,6,0.994199991
"Finland",2003,12558,40028.20388,27.7,71710,5213014,17.11485604,82.638,6,0.99131
"Finland",2004,12821,41505.47988,27.9,67680,5228172,17.16462129,82.772,6,0.991029978
"Finland",2005,14355,42513.519,27.6,55460,5246096,17.22346761,82.905,6,0.992340028
"Finland",2006,12891,44056.30967,28,67020,5266268,17.31698399,83.037,6,0.996169984
"Finland",2007,13025,46194.05983,28.3,65100,5288720,17.39195633,83.168,6,0.995369971
"Finland",2008,13439,46339.98058,27.8,56660,5313399,17.48403751,83.299,6,0.99180001
"Finland",2009,13627,42395.04483,27.5,54180,5338871,17.56785456,83.429,6,0.993439972
"Finland",2010,11772,43546.05619,27.7,62530,5363352,17.64841066,83.77,6,0.993439972
"Finland",2011,11275,44448.93852,27.6,55120,5388272,17.73099477,84.313,6,0.992049992
"Finland",2012,12659,43619.70304,27.1,49410,5413971,17.81556155,84.841,6,0.991599977
"Finland",2013,13613,43027.68962,27.2,50190,5438972,17.89783145,85.125,6,0.992399991
"Finland",2014,13465,42693.74812,26.8,46160,5461512,17.97200303,85.175,6,0.995800018
"Finland",2015,14877,42784.69836,27.1,42820,5479531,18.03011089,85.225,6,0.994159997
"Finland",2016,14412.17,43861.32391,27.1,45710,5495303,18.08200783,85.275,6,0.99555999
"Finland",2017,14586.9,45155.46603,27.4,43010,5508214,18.12389445,85.325,6,0.994870007
"Finland",2018,14163.7,45610.57926,27.3,44360,5515525,18.14795012,85.382,6,0.994700015
"France",1978,163893,22593.2059,35.2,505858.983,54691866,99.88177863,73.14,5,0.994319975
"France",1989,225122,27843.40811,32.2,390649.177,57940199,105.8140918,73.95,5,0.986450016
"France",1994,280954,29225.95045,32.3,344480,59327200,108.3471216,74.743,5,0.980199993
"France",2000,266802,33583.85744,31.1,373240,60912500,111.2420946,75.871,5,0.990740001
"France",2003,239601,34176.55573,31.4,376840,62244880,113.6131214,76.632,5,0.992579997
"France",2004,242167,34885.84386,30.6,377950,62704901,114.5154858,76.883,5,0.995379984
"France",2005,244925,35199.73432,29.8,380820,63179356,115.3840714,77.13,5,0.9903
"France",2006,237375,35811.34379,29.7,371600,63621376,116.1913299,77.377,5,0.988749981
"France",2007,237451,36453.43482,32.4,362910,64016227,116.9124438,77.621,5,0.992049992
"France",2008,238248.6,36342.70399,33,358210,64374979,117.5676304,77.868,5,0.989250004
"France",2009,234002,35117.32352,32.7,343880,64707035,118.1740622,78.117,5,0.990390003
"France",2010,203409,35625.47404,33.7,347940,65027505,118.7593346,78.369,5,0.988030016
"France",2011,193662.2,36230.96922,33.3,333530,65342789,119.3351359,78.622,5,0.995540023
"France",2012,205151.9,36168.93936,33.1,336330,65659814,119.9141167,78.878,5,0.999409974
"France",2013,200401.1,36190.61048,32.5,336630,65998685,120.5329947,79.135,5,0.997290015
"France",2014,180390,36363.99158,32.3,304530,66312067,121.1053224,79.394,5,0.995199978
"France",2015,163352.6,36638.18493,32.7,310520,66548272,121.5367021,79.655,5,0.993780017
"France",2016,180610.8,36941.93624,31.9,312710,66724104,121.857823,79.917,5,0.994509995
"France",2017,188605.81,37678.9273,31.6,316360,66918020,122.2119706,80.18,5,0.994069993
"France",2018,187465.08,38276.46942,32.4,309960,67101930,122.5478443,80.444,5,0.994050026
"Gambia",1998,4,690.9004003,48.5,250,1238124,122.3442688,46.057,6,0.832220018
"Gambia",2003,5,724.470294,47.3,300,1449925,143.2732213,50.555,6,0.980799973
"Gambia",2010,25,753.1767906,43.6,440,1793199,177.1935771,55.662,6,1.026450038
"Gambia",2015,35,660.7235712,35.9,530,2085860,206.1126482,59.228,6,1.067649961
"Georgia",1996,101,1191.181062,37.1,6360,4491699,78.58390776,53.6,4,1.013470054
"Georgia",1997,61,1359.392793,40.7,5520,4349913,76.10331012,53.36,4,0.997810006
"Georgia",1998,96,1436.711916,41.3,4990,4243607,74.24344799,53.12,4,1.019170046
"Georgia",1999,83,1508.656511,40.1,4520,4157192,72.73158613,52.879,4,1.027029991
"Georgia",2000,86,1566.560257,40.5,4770,4077131,71.33088981,52.638,4,1.034690022
"Georgia",2001,80,1667.508007,39.6,3520,4014373,70.23291578,52.398,4,1.07604003
"Georgia",2002,52,1774.636442,37.2,2960,3978515,69.60556702,52.441,4,1.085549951
"Georgia",2003,56,1984.244331,36.7,3160,3951736,69.13705868,52.83,4,1.059399962
"Georgia",2004,72,2112.261319,36.2,3370,3927340,68.71024179,53.218,6,1.032870054
"Georgia",2005,107,2329.570854,37.4,4240,3902469,68.27511459,53.605,6,1.041079998
"Georgia",2006,150,2563.543091,36.9,4700,3880347,67.88808216,53.992,6,1.072319984
"Georgia",2007,180,2901.104094,38.1,5630,3860158,67.53486826,54.379,6,1.009570003
"Georgia",2008,422,2980.309535,38.5,4840,3848449,67.33001505,54.765,6,1.009529948
"Georgia",2009,705,2897.130877,38.2,5620,3814419,66.73464782,55.15,6,1.008110046
"Georgia",2010,850,3100.723427,39.5,5320,3786695,66.24960635,55.535,6,1.014209986
"Georgia",2011,1000,3356.997868,39.6,6520,3756441,65.72030162,55.919,6,1.010779977
"Georgia",2012,1155,3597.203764,39,7190,3728874,65.23800693,56.303,6,0.991330028
"Georgia",2013,1305,3738.70504,38.6,7840,3717668,65.04195388,56.685,6,0.989880025
"Georgia",2014,1495,3902.568799,37.6,8470,3719414,65.07250079,57.067,6,0.990939975
"Georgia",2015,1655,4014.185944,36.5,9200,3725276,65.17505861,57.448,6,1.00150001
"Georgia",2016,1805,4128.385603,36.6,9650,3727505,65.21405578,57.837,6,1.003299952
"Georgia",2017,2042,4327.727585,37.9,9630,3728004,65.22278596,58.231,6,1.010810018
"Georgia",2018,2381.5,4539.087522,36.4,9460,3726549,65.19733021,58.632,6,1.011530042
"Germany",1994,48852,31226.31856,29.2,875810,81438348,233.2741772,73.71,4,0.991710007
"Germany",1995,64096,31615.44279,28.9,873090,81678051,233.9674907,73.922,4,0.991410017
"Germany",1998,73020,32945.82141,28.3,863140,82047195,235.0787777,74.551,4,0.98755002
"Germany",2000,65891,34476.20803,28.8,830080,82211508,235.5968133,74.965,4,0.989650011
"Germany",2001,53409,34996.99124,30.3,847500,82349925,236.0273001,75.17,4,0.990440011
"Germany",2002,49852,34869.03232,29.9,833180,82488495,236.4515708,75.374,4,0.990480006
"Germany",2003,74280,34605.74422,30,836550,82534176,236.6164273,75.577,4,0.992649972
"Germany",2004,57233,35019.99414,30.4,820830,82516260,236.5921954,75.779,4,0.993560016
"Germany",2005,44685,35296.27286,32.1,802170,82469422,236.4646806,75.98,4,0.995999992
"Germany",2006,35379,36684.6907,31.3,814160,82376451,236.2251979,76.179,4,0.995469987
"Germany",2007,44994,37827.14217,31.3,783600,82266372,235.9433619,76.378,4,0.994690001
"Germany",2008,43977,38262.9221,31.1,789550,82110097,235.5221782,76.575,4,0.992959976
"Germany",2009,38907,36175.84148,30.5,734660,81902307,234.9396374,76.771,4,0.993809998
"Germany",2010,40694,37745.73075,30.2,772920,81776930,234.6069082,76.966,4,0.994319975
"Germany",2011,39141,39961.26765,30.5,746380,80274983,230.3046333,77.16,4,0.993319988
"Germany",2012,26360,40053.2429,30.9,760020,80425823,230.7506255,77.17,4,0.997370005
"Germany",2013,25289,40118.87838,31.1,777630,80645605,231.1557126,77.18,4,0.994589984
"Germany",2014,26032,40834.73633,30.9,737490,80982500,232.1080539,77.19,4,0.996529996
"Germany",2015,29909,41086.72967,31.7,742310,81686611,234.1529869,77.2,4,0.998730004
"Germany",2016,41801,41665.27277,31.9,747150,82348669,235.7129294,77.224,4,1.000259995
"Ghana",1987,386,814.4272282,35.3,3285.632,13552021,59.55885119,34.293,6,0.787150025
"Ghana",1988,427,835.8990601,36,3450.647,13947047,61.29492397,35.004,6,0.82615
"Ghana",1991,410,876.3982077,38.4,2560,15207360,66.83378747,37.17,6,0.855319977
"Ghana",2005,1154,1130.459877,42.8,7020,21814648,95.87170607,47.308,6,0.959569991
"Ghana",2012,27450,1620.967869,42.4,14220,25996454,114.2500396,52.073,6,0.998080015
"Ghana",2016,52480,1723.943452,43.5,14110,28481947,125.1733629,54.749,6,1.01233995
"Greece",1995,32644,15952.63176,37,82840,10562153,81.94067494,72.119,6,1.019359946
"Greece",2000,95418,18649.5914,34.2,94460,10805808,83.83093871,72.716,6,0.999880016
"Greece",2003,101434,21112.51889,32.8,100220,10928070,84.77944143,73.689,6,0.986289978
"Greece",2004,97143,22126.21085,33.6,99850,10955141,84.98945694,74.073,6,0.976109982
"Greece",2005,106208,22193.60027,34.6,101950,10987314,85.23905353,74.452,6,0.978609979
"Greece",2006,113384,23377.76234,35.1,100700,11020362,85.49543832,74.827,6,0.97736001
"Greece",2007,113297,24081.66303,34,104310,11048473,85.71352211,75.199,6,0.980920017
"Greece",2010,121244,21568.01821,34.1,87580,11121341,86.27882855,76.292,6,0.977129996
"Greece",2011,110809.1,19407.70491,34.8,84550,11104899,86.1512723,76.649,6,0.97973001
"Greece",2012,110973.47,18130.96166,36.3,80090,11045011,85.68666408,77.004,6,0.980419993
"Greece",2013,113999.85,17762.18346,36.1,72480,10965211,85.06757952,77.355,6,0.982689977
"Greece",2014,104663,18005.72928,35.8,69550,10892413,84.50281614,77.702,6,0.988179982
"Greece",2015,107161.8,18050.09761,36,68010,10820883,83.94788984,78.046,6,0.991039991
"Greece",2016,123707.1,18036.53922,35,66850,10775971,83.5994647,78.387,6,0.995769978
"Greece",2017,125524.7,18303.7216,34.4,66800,10754679,83.43428239,78.724,6,1.000290036
"Greece",2018,132364.52,18626.82437,32.9,65290,10732882,83.26518231,79.058,6,1.003440022
"Guatemala",1986,528,2647.957698,58.3,3700.003,8104921,75.63382792,40.674,6,0.849009991
"Guatemala",2000,3963,3195.39434,54.2,9420,11589761,108.1537981,45.332,6,0.904219985
"Guatemala",2006,16293,3427.678267,54.6,11510,13213330,123.3046846,47.21,6,0.945100009
